,Unnamed: 0,Place,Firstname,Lastname,Gender,Solo or Duo,Status,StartDate,Checkpoint_1,Checkpoint_2,Checkpoint_3,Checkpoint_4,Checkpoint_5,Checkpoint_6,Checkpoint_7,Checkpoint_8,Checkpoint_9,Checkpoint_fin
0,0,1,Joris,Cosyn,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 13:38:00,2018-05-02 01:17:00,2018-05-02 05:22:00,2018-05-02 10:22:00,2018-05-02 16:02:00,2018-05-03 06:28:00,2018-05-03 11:36:00,2018-05-04 05:54:00,2018-05-04 19:20:00,2018-05-05 14:24:00
1,1,2,Tjerk,Bakker,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:35:00,2018-05-02 09:15:00,2018-05-02 13:17:00,empty,2018-05-03 07:01:00,2018-05-03 14:34:00,2018-05-03 19:30:00,2018-05-04 16:03:00,2018-05-05 08:59:00,2018-05-05 18:48:00
2,2,3,Colin,James,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:08:00,2018-05-02 08:32:00,2018-05-02 11:53:00,2018-05-02 16:51:00,2018-05-03 04:11:00,2018-05-03 12:32:00,2018-05-03 17:34:00,2018-05-04 12:10:00,2018-05-05 07:54:00,2018-05-05 19:22:00
3,3,4,Jason,Schreurs,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 13:27:00,2018-05-02 10:08:00,2018-05-02 12:52:00,2018-05-02 17:36:00,2018-05-03 08:16:00,2018-05-03 14:51:00,2018-05-03 19:30:00,2018-05-04 16:35:00,2018-05-05 11:05:00,2018-05-05 21:30:00
4,4,5,Erik,Wallinga,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:25:00,2018-05-02 04:13:00,2018-05-02 07:50:00,2018-05-02 13:42:00,2018-05-02 20:00:00,2018-05-03 14:13:00,2018-05-03 18:40:00,2018-05-04 20:22:00,2018-05-05 09:53:00,2018-05-05 22:39:00
5,5,6,Ralph,Cullen,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:04:00,2018-05-02 06:54:00,empty,2018-05-02 15:08:00,2018-05-02 21:02:00,2018-05-03 08:01:00,2018-05-03 21:44:00,2018-05-04 15:58:00,2018-05-05 12:03:00,2018-05-06 06:34:00
6,6,7,Adam,Verhaar,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:05:00,2018-05-02 11:40:00,2018-05-02 14:23:00,2018-05-02 20:05:00,2018-05-03 11:25:00,2018-05-03 18:19:00,2018-05-04 08:58:00,2018-05-05 09:27:00,2018-05-05 20:47:00,2018-05-06 16:23:00
7,7,8,James,Holmes,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:34:00,2018-05-02 12:39:00,2018-05-02 16:10:00,2018-05-02 21:40:00,2018-05-03 12:40:00,2018-05-03 21:58:00,2018-05-04 11:19:00,2018-05-05 12:51:00,2018-05-06 07:42:00,2018-05-06 21:03:00
8,8,9,Jamie,Robison,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 15:15:00,2018-05-02 17:50:00,2018-05-02 21:43:00,2018-05-03 09:12:00,2018-05-03 16:17:00,2018-05-04 11:34:00,2018-05-04 17:16:00,2018-05-05 18:05:00,2018-05-06 16:47:00,2018-05-07 12:13:00
9,9,10,Onno,Zuidema,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:38:00,2018-05-02 18:11:00,2018-05-03 08:27:00,2018-05-03 13:50:00,2018-05-04 08:03:00,2018-05-04 15:58:00,2018-05-04 20:36:00,2018-04-29 07:48:00,2018-04-29 19:18:00,2018-04-30 16:47:00
10,10,11,Dean,Strike,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 16:19:00,2018-05-02 16:32:00,2018-05-02 21:48:00,2018-05-03 14:20:00,2018-05-03 20:35:00,2018-05-04 14:53:00,2018-05-04 21:31:00,empty,2018-04-29 22:40:00,2018-04-30 19:45:00
11,11,12,Rutger,van Valderen,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 16:00:00,2018-05-02 16:57:00,2018-05-03 07:48:00,2018-05-03 13:43:00,2018-05-04 07:19:00,2018-05-04 15:41:00,2018-05-05 07:40:00,2018-05-06 09:06:00,2018-05-07 06:29:00,2018-05-07 20:24:00
12,12,13,Erik,Venneman,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 14:19:00,2018-05-02 12:15:00,2018-05-02 16:11:00,2018-05-03 08:17:00,2018-05-03 15:27:00,2018-05-04 11:54:00,2018-05-04 19:07:00,2018-04-29 07:53:00,2018-04-30 08:01:00,2018-04-30 23:57:00
13,13,14,Marc,Wismans,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 15:40:00,2018-05-02 19:19:00,2018-05-03 12:01:00,2018-05-03 19:10:00,2018-05-04 12:09:00,2018-05-04 21:39:00,2018-05-05 12:09:00,2018-05-06 17:08:00,2018-05-07 15:02:00,2018-05-08 16:55:00
14,14,15,William Luke,Windsor,male,Solo,Finisher,2018-05-01 08:00:00,2018-05-01 16:25:00,2018-05-03 08:27:00,2018-05-03 12:46:00,2018-05-03 17:57:00,empty,2018-05-04 18:57:00,2018-05-05 09:19:00,2018-05-06 12:36:00,2018-05-07 12:58:00,empty
15,15,999,Thijs,DSQ Verbrugghe,male,Solo,DNF,2018-05-01 08:00:00,2018-05-01 13:22:00,2018-05-01 23:24:00,2018-05-02 04:29:00,2018-05-02 08:53:00,2018-05-02 14:03:00,2018-05-03 00:42:00,2018-05-03 06:06:00,2018-05-03 19:51:00,2018-05-04 10:23:00,empty
16,16,999,Julia,Freeman,female,Solo,DNF,2018-05-01 08:00:00,2018-05-01 17:56:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
17,17,999,Eelco,Weijmans,male,Solo,DNF,2018-05-01 08:00:00,2018-05-01 16:07:00,2018-05-02 12:50:00,2018-05-02 17:59:00,2018-05-03 11:31:00,2018-05-03 18:30:00,2018-05-04 11:04:00,2018-05-04 17:08:00,empty,empty,empty
18,18,999,Eric,Kampherbeek,male,Solo,DNF,2018-05-01 08:00:00,2018-05-01 15:31:00,empty,2018-05-02 12:54:00,2018-05-02 17:52:00,2018-05-03 06:47:00,2018-05-03 14:10:00,empty,empty,empty,empty
19,19,999,Olaf,Rittgeroth,male,Solo,DNF,2018-05-01 08:00:00,2018-05-01 15:26:00,2018-05-02 10:42:00,2018-05-02 15:04:00,2018-05-02 22:13:00,2018-05-03 08:05:00,2018-05-03 18:23:00,empty,empty,empty,empty
20,20,999,Lamri,Adjis,male,Solo,DNF,2018-05-01 08:00:00,2018-05-01 15:08:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
21,21,999,Mathias,Reygaerts,male,Solo,DNF,2018-05-01 08:00:00,2018-04-29 11:36:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
22,22,999,Christopher,Greenan,male,Solo,DNS,2018-05-01 08:00:00,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
23,23,1,unknown,Raboen - Raboen,male,Duo,Finisher,2018-05-01 08:00:00,2018-05-01 14:05:00,2018-05-02 08:43:00,2018-05-02 13:12:00,2018-05-02 20:36:00,2018-05-03 07:45:00,2018-05-03 19:34:00,2018-05-04 11:23:00,2018-05-05 11:27:00,2018-05-06 08:53:00,2018-05-07 00:44:00
24,24,999,unknown,Kim - Kim,mixed,Duo,DNF,2018-05-01 08:00:00,2018-05-02 14:02:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
25,25,999,unknown,Lagerwerf - Meerwijk,male,Duo,DNF,2018-05-01 08:00:00,2018-05-01 16:08:00,2018-05-02 13:52:00,2018-05-02 17:30:00,2018-05-03 10:58:00,2018-05-03 17:22:00,2018-05-04 15:19:00,empty,empty,empty,empty
26,26,1,Bas,Vlaskamp,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 12:42:00,2019-05-01 22:15:00,2019-05-02 08:09:00,2019-05-02 11:41:00,2019-05-02 22:27:00,2019-05-03 14:35:00,2019-05-03 18:06:00,2019-05-04 12:59:00,2019-05-04 20:55:00,2019-05-05 08:58:00
27,27,2,Daan,Marsmans,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-01 22:39:00,2019-05-02 02:16:00,2019-05-02 09:06:00,2019-05-02 21:12:00,2019-05-03 15:17:00,2019-05-03 18:54:00,2019-05-04 12:18:00,2019-05-04 20:14:00,2019-05-05 12:29:00
28,28,3,Ruben,Casier,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:08:00,2019-05-02 16:05:00,2019-05-02 20:42:00,2019-05-03 14:32:00,empty,2019-05-04 17:02:00,2019-05-05 09:24:00,empty,empty,empty
29,29,4,Sam,Thomas,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 12:46:00,2019-05-01 23:32:00,2019-05-02 03:25:00,2019-05-02 12:57:00,2019-05-03 00:24:00,2019-05-03 18:21:00,2019-05-03 21:54:00,2019-05-04 13:09:00,2019-05-04 23:03:00,2019-05-05 14:39:00
30,30,5,Yves,Conen,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:17:00,2019-05-02 04:12:00,2019-05-02 07:37:00,2019-05-02 12:01:00,2019-05-03 04:18:00,2019-05-03 16:03:00,2019-05-03 20:14:00,2019-05-04 16:40:00,2019-05-05 06:25:00,2019-05-05 17:59:00
31,31,6,Ashley,Sharp,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:21:00,2019-05-02 04:38:00,2019-05-02 07:55:00,2019-05-02 12:38:00,2019-05-03 01:20:00,2019-05-03 17:33:00,2019-05-03 21:36:00,2019-05-04 16:57:00,2019-05-05 06:54:00,2019-05-05 18:02:00
32,32,7,Bart,Verheijen,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:33:00,2019-05-02 06:56:00,2019-05-02 10:30:00,2019-05-02 15:03:00,2019-05-03 02:10:00,2019-05-03 18:30:00,2019-05-03 22:11:00,2019-05-04 17:27:00,2019-05-05 07:02:00,2019-05-05 18:08:00
33,33,8,unknown,Hippy,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-01 23:35:00,2019-05-02 05:10:00,2019-05-02 09:28:00,2019-05-02 20:37:00,2019-05-03 13:11:00,2019-05-03 17:07:00,empty,2019-04-28 07:57:00,2019-04-28 20:56:00
34,34,9,Stephen,Haines,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:24:00,2019-05-02 05:13:00,2019-05-02 08:13:00,2019-05-02 12:46:00,2019-05-03 01:23:00,2019-05-03 18:39:00,2019-05-04 05:25:00,2019-05-04 19:11:00,2019-05-05 11:41:00,2019-05-05 23:48:00
35,35,10,Robert,Ferri,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:24:00,2019-05-02 01:23:00,2019-05-02 04:41:00,2019-05-02 09:31:00,2019-05-03 05:44:00,2019-05-03 18:31:00,2019-05-04 04:58:00,2019-05-04 19:57:00,2019-05-05 14:15:00,2019-05-06 03:24:00
36,36,11,Igor,Talevski,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:21:00,2019-05-02 06:33:00,2019-05-02 10:18:00,2019-05-02 15:44:00,2019-05-03 08:19:00,2019-05-04 04:17:00,2019-05-04 08:55:00,2019-05-04 23:35:00,2019-05-05 15:46:00,2019-05-06 06:35:00
37,37,12,Andy,Lawrence,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:28:00,2019-05-02 05:14:00,empty,empty,2019-05-03 9:50:00,2019-05-04 04:49:00,2019-05-04 09:48:00,2019-05-05 07:36:00,2019-05-05 18:05:00,2019-05-06 07:43:00
38,38,13,Andrew,Osborne,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:16:00,2019-05-02 00:27:00,2019-05-02 08:53:00,2019-05-02 13:29:00,2019-05-03 10:50:00,2019-05-04 07:22:00,2019-05-04 11:15:00,2019-05-05 09:16:00,2019-05-05 20:53:00,2019-05-06 11:32:00
39,39,14,Carsten,Honemann,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:24:00,2019-05-02 09:35:00,2019-05-02 12:52:00,2019-05-02 18:46:00,empty,2019-05-03 16:09:00,2019-05-03 20:27:00,2019-05-04 19:45:00,2019-05-05 17:48:00,2019-05-06 11:53:00
40,40,15,Andras,Regös,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:41:00,2019-05-02 01:49:00,2019-05-02 06:14:00,2019-05-02 11:27:00,2019-05-03 01:42:00,2019-05-04 08:11:00,2019-05-04 11:36:00,2019-05-05 09:51:00,2019-05-05 20:32:00,2019-05-06 13:53:00
41,41,16,Tom,Williams,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:52:00,2019-05-02 11:19:00,2019-05-02 15:08:00,2019-05-03 05:56:00,2019-05-03 17:12:00,2019-05-04 15:06:00,2019-05-04 20:16:00,2019-05-05 17:15:00,2019-05-06 05:15:00,2019-05-06 17:56:00
42,42,17,Rob,Meeuwessen,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:28:00,2019-05-02 09:02:00,2019-05-02 13:02:00,2019-05-02 18:02:00,2019-05-03 14:16:00,2019-05-04 10:15:00,2019-05-04 14:38:00,2019-05-05 11:48:00,2019-05-06 07:03:00,2019-05-06 19:10:00
43,43,18,Eddie,Kouiss,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:11:00,2019-05-02 09:08:00,2019-05-02 12:52:00,2019-05-02 18:15:00,2019-05-03 16:21:00,2019-05-04 14:39:00,2019-05-04 18:23:00,empty,2019-05-06 09:19:00,2019-05-06 20:38:00
44,44,19,Lamri,Adjis,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 14:16:00,2019-05-02 10:21:00,2019-05-02 14:19:00,2019-05-02 20:44:00,2019-05-03 13:47:00,2019-05-04 09:59:00,2019-05-04 14:52:00,2019-05-05 15:09:00,2019-05-06 13:35:00,2019-05-07 02:00:00
45,45,20,Jan-Dick,den Das,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:49:00,2019-05-02 11:41:00,2019-05-02 15:47:00,2019-05-02 21:41:00,2019-05-03 18:11:00,2019-05-04 10:17:00,2019-05-04 14:15:00,2019-05-05 16:45:00,2019-05-06 13:15:00,2019-05-07 03:07:00
46,46,21,Aram,Drake,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-02 07:28:00,2019-05-02 10:41:00,2019-05-02 15:27:00,2019-05-03 14:27:00,2019-05-04 12:23:00,2019-05-04 17:24:00,2019-05-05 17:36:00,2019-05-06 12:57:00,2019-05-07 09:56:00
47,47,22,Jack,Peterson,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 14:50:00,2019-05-02 12:31:00,2019-05-02 16:43:00,2019-05-03 06:41:00,2019-05-03 21:24:00,2019-05-04 20:01:00,empty,2019-05-06 07:35:00,2019-05-06 19:58:00,2019-05-07 10:11:00
48,48,23,Richard,Orton,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:48:00,2019-05-02 12:07:00,2019-05-02 17:11:00,2019-05-03 04:02:00,2019-05-03 20:22:00,2019-05-04 17:47:00,2019-05-05 06:20:00,2019-05-06 01:53:00,2019-05-06 18:55:00,2019-05-07 12:40:00
49,49,24,Bregt,Huizenga,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 14:03:00,2019-05-02 12:07:00,2019-05-02 16:24:00,2019-05-03 07:57:00,2019-05-03 21:12:00,2019-05-04 20:29:00,2019-05-05 09:45:00,2019-05-06 09:59:00,2019-05-07 07:55:00,2019-05-07 18:01:00
50,50,25,Bas,Scherpenisse,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:41:00,2019-05-02 12:20:00,2019-05-02 17:10:00,2019-05-03 07:21:00,2019-05-03 21:14:00,2019-05-04 20:15:00,2019-05-05 08:12:00,2019-05-06 10:09:00,2019-05-07 07:24:00,2019-05-07 18:57:00
51,51,26,Sebastian,Bönner,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:33:00,2019-05-02 11:08:00,2019-05-02 14:41:00,2019-05-02 20:51:00,2019-05-03 18:21:00,2019-05-04 19:50:00,2019-05-05 08:43:00,2019-05-06 11:18:00,2019-05-07 08:56:00,2019-05-07 19:06:00
52,52,27,Erik,Venneman,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:52:00,2019-05-02 12:47:00,2019-05-02 17:19:00,2019-05-02 23:40:00,2019-05-03 21:15:00,2019-05-04 21:20:00,2019-05-05 09:57:00,2019-05-06 11:59:00,2019-05-07 07:34:00,2019-05-07 19:06:00
53,53,28,Onno,Zuidema,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:35:00,2019-05-02 09:07:00,2019-05-02 12:32:00,2019-05-02 18:45:00,2019-05-03 15:13:00,2019-05-04 12:22:00,2019-05-04 17:02:00,2019-05-05 16:30:00,2019-05-06 17:29:00,2019-05-07 19:07:00
54,54,29,George,Bennett,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-02 09:12:00,2019-05-02 12:52:00,2019-05-02 18:47:00,2019-05-03 13:01:00,2019-05-04 07:46:00,2019-05-04 13:34:00,2019-05-05 10:32:00,2019-05-05 21:23:00,2019-05-07 21:55:00
55,55,30,Stefan,Anastasiei,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:29:00,2019-05-02 15:33:00,2019-05-02 20:05:00,2019-05-03 10:25:00,2019-05-04 00:10:00,2019-05-04 23:54:00,2019-05-05 11:58:00,2019-05-06 13:31:00,empty,2019-05-07 21:56:00
56,56,31,Erik,Wallinga,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-02 04:20:00,2019-05-02 07:58:00,2019-05-02 14:28:00,2019-05-03 16:21:00,2019-05-04 09:29:00,2019-05-04 13:21:00,2019-05-05 14:51:00,2019-05-06 06:44:00,2019-05-07 21:58:00
57,57,32,Wybren,Buijs,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-02 10:58:00,2019-05-02 15:42:00,2019-05-02 21:42:00,2019-05-03 16:46:00,2019-05-04 17:37:00,2019-05-04 21:39:00,2019-05-05 18:19:00,2019-05-06 14:43:00,2019-05-07 21:59:00
58,58,33,Tom,Hudders,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 13:27:00,empty,2019-05-02 11:21:00,2019-05-02 16:20:00,2019-05-03 10:54:00,2019-05-03 23:46:00,2019-05-04 09:41:00,2019-05-04 23:36:00,2019-05-05 16:56:00,2019-05-07 22:00:00
59,59,34,Andrew,Wilson,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:07:00,2019-05-02 12:50:00,2019-05-02 17:15:00,2019-05-03 09:30:00,2019-05-04 09:23:00,2019-05-05 07:55:00,2019-05-05 12:52:00,2019-05-06 12:18:00,2019-05-07 10:27:00,2019-05-07 23:51:00
60,60,35,Patrick,Bruns,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:06:00,2019-05-02 17:05:00,2019-05-03 08:30:00,2019-05-03 13:46:00,2019-05-04 14:27:00,2019-05-05 14:43:00,2019-05-05 18:38:00,2019-05-06 18:38:00,2019-05-07 16:03:00,2019-05-08 14:01:00
61,61,36,Kilian,Wagner,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 14:42:00,2019-05-02 15:44:00,2019-05-02 19:55:00,2019-05-03 13:46:00,2019-05-04 15:33:00,2019-05-05 15:39:00,2019-05-05 20:22:00,2019-05-06 20:40:00,empty,2019-05-08 17:11:00
62,62,37,Willem,Pals,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 14:18:00,2019-05-02 13:26:00,2019-05-02 18:00:00,2019-05-03 10:33:00,2019-05-04 08:36:00,2019-05-05 09:53:00,2019-05-05 14:47:00,2019-05-06 18:53:00,2019-05-07 17:07:00,2019-05-08 17:36:00
63,63,38,Berry,van den Brink,male,Solo,Finisher,2019-05-01 08:00:00,empty,2019-05-02 15:34:00,2019-05-02 20:40:00,2019-05-03 11:30:00,2019-05-04 13:59:00,2019-05-05 13:13:00,2019-05-05 17:12:00,2019-05-06 20:13:00,2019-05-07 20:19:00,2019-05-08 17:56:00
64,64,39,Susanne,van Aardenne,female,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:37:00,2019-05-02 18:55:00,2019-05-03 08:29:00,2019-05-03 16:40:00,empty,2019-05-04 21:39:00,2019-05-05 09:53:00,2019-05-06 15:56:00,2019-05-07 16:16:00,2019-05-08 19:36:00
65,65,40,Sheila,Woollam,female,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 15:10:00,2019-05-02 15:32:00,2019-05-02 19:38:00,2019-05-03 11:34:00,2019-05-04 14:20:00,2019-05-05 15:21:00,2019-05-05 21:19:00,2019-05-07 08:24:00,2019-05-08 09:06:00,2019-05-09 01:44:00
66,66,41,Phil,O'Hara,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 18:51:00,2019-05-03 11:22:00,2019-05-03 18:49:00,2019-05-04 12:36:00,2019-05-05 18:38:00,2019-05-07 08:10:00,2019-05-07 16:35:00,empty,empty,2019-05-09 14:59:00
67,67,42,Julia,Freeman,female,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 16:50:00,2019-05-02 21:35:00,2019-05-03 02:00:00,2019-05-03 20:05:00,2019-05-04 20:16:00,2019-05-06 02:05:00,2019-05-06 16:31:00,2019-05-07 20:39:00,2019-05-08 18:25:00,2019-05-09 15:42:00
68,68,43,Simon,Tang,male,Solo,Finisher,2019-05-01 08:00:00,2019-05-01 17:00:00,2019-05-03 10:08:00,2019-05-03 14:59:00,2019-05-04 08:39:00,2019-05-05 02:53:00,2019-05-06 18:17:00,2019-05-07 06:14:00,2019-05-09 12:10:00,empty,empty
69,70,999,Kris,Willaert,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:21:00,2019-05-02 09:16:00,2019-05-02 13:15:00,2019-05-02 18:13:00,2019-05-03 17:35:00,2019-05-04 15:22:00,2019-05-04 19:15:00,empty,empty,empty
70,71,999,Konstantin,Merenkov,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 20:08:00,2019-05-03 16:20:00,2019-05-03 19:43:00,empty,empty,empty,empty,empty,empty,empty
71,72,999,Balthazar,Wobbly,male,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 18:27:00,2019-05-02 23:48:00,2019-05-03 13:27:00,empty,empty,empty,empty,empty,empty
72,73,999,Sebastiaan,Ploos van Amstel,male,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 10:12:00,2019-05-02 12:55:00,2019-05-02 17:18:00,2019-05-03 03:29:00,empty,empty,empty,empty,empty
73,74,999,Edgar,Bos,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 15:38:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
74,75,999,Gerard,te Hennepe,male,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 11:23:00,2019-05-02 15:32:00,empty,empty,empty,empty,empty,empty,empty
75,76,999,Daniel,Murarik,male,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 10:29:00,2019-05-02 15:16:00,2019-05-03 02:15:00,2019-04-28 07:40:00,empty,empty,empty,empty,empty
76,77,999,Marcel,Graber,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:22:00,2019-05-02 06:54:00,2019-05-02 09:53:00,2019-05-02 13:38:00,2019-05-03 08:51:00,empty,empty,empty,empty,empty
77,78,999,Thom,Rutten,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:15:00,2019-05-02 07:01:00,2019-05-02 11:02:00,empty,empty,empty,empty,empty,empty,empty
78,79,999,Jasmijn,Muller,female,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 00:15:00,2019-05-02 03:42:00,2019-05-02 09:28:00,empty,2019-05-03 18:48:00,empty,empty,empty,empty
79,80,999,Toon,Timmers,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 16:25:00,2019-05-02 19:54:00,2019-05-03 10:41:00,2019-05-03 18:16:00,2019-05-04 20:34:00,empty,empty,empty,empty,empty
80,81,999,Johan,Kooistra,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 14:56:00,2019-05-02 12:08:00,2019-05-02 17:18:00,2019-05-02 23:39:00,2019-05-03 20:19:00,empty,empty,empty,empty,empty
81,82,999,Ben,Klaasman,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 15:49:00,2019-05-03 08:32:00,2019-05-03 12:57:00,2019-05-04 08:13:00,empty,empty,empty,empty,empty,empty
82,83,999,Andrej,Vavro,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:45:00,2019-05-02 09:18:00,empty,empty,empty,empty,empty,empty,empty,empty
83,84,999,Kamil,Kloc,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:07:00,2019-05-02 01:01:00,2019-05-02 05:18:00,empty,empty,empty,empty,empty,empty,empty
84,85,999,Mark,Humme,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:44:00,2019-05-02 15:50:00,2019-05-03 07:29:00,empty,empty,empty,empty,empty,empty,empty
85,86,999,Paul,Mellon,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:51:00,2019-05-02 09:59:00,2019-05-02 13:57:00,2019-05-02 19:31:00,2019-05-03 14:56:00,2019-05-04 10:59:00,2019-05-04 15:19:00,empty,empty,empty
86,87,999,Wytze,Schuurmans,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:21:00,2019-05-02 05:03:00,2019-05-02 08:13:00,empty,empty,empty,empty,empty,empty,empty
87,88,999,Anton,Teunissen,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 14:04:00,2019-05-02 10:40:00,2019-05-02 14:30:00,2019-05-03 05:27:00,empty,empty,empty,empty,empty,empty
88,89,999,Detlev,Rabe,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 14:32:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
89,90,999,Giorsio,Raboen,male,Solo,DNF,2019-05-01 08:00:00,empty,2019-05-02 05:00:00,2019-05-02 08:19:00,2019-05-02 13:58:00,empty,empty,empty,empty,empty,empty
90,91,999,Paul,Gremmen,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:41:00,empty,empty,empty,empty,empty,empty,empty,empty,empty
91,92,999,Romain,Delory,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:42:00,2019-05-02 13:54:00,empty,empty,empty,empty,empty,empty,empty,empty
92,93,999,Guus,vanCharante,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 14:57:00,2019-05-02 09:37:00,2019-05-02 15:25:00,2019-05-02 22:59:00,empty,empty,empty,empty,empty,empty
93,94,999,Wendy,van Lubek,female,Solo,DNF,2019-05-01 08:00:00,2019-05-01 14:56:00,2019-05-03 12:31:00,2019-05-03 19:26:00,2019-05-04 18:04:00,empty,empty,empty,empty,empty,empty
94,95,999,Aukje,Kuipers,female,Solo,DNF,2019-05-01 08:00:00,2019-05-01 18:32:00,2019-05-03 12:31:00,2019-05-03 17:53:00,2019-05-04 13:12:00,empty,2019-05-06 09:45:00,2019-05-06 15:26:00,empty,empty,empty
95,96,999,Jan,Kostaa,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 13:42:00,2019-05-02 09:39:00,2019-05-02 14:30:00,2019-05-02 20:10:00,2019-05-03 09:46:00,2019-05-04 11:38:00,2019-05-04 17:23:00,2019-05-05 16:17:00,2019-05-06 07:19:00,empty
96,97,999,Leo,Forster,male,Solo,DNF,2019-05-01 08:00:00,2019-05-01 16:51:00,2019-05-02 15:22:00,2019-05-02 21:00:00,2019-05-03 06:47:00,2019-05-04 02:31:00,2019-05-05 08:52:00,2019-05-05 16:13:00,empty,empty,empty
